,text,clean_text,Tweet_tokenized,Tweet_without_stop,Tweet_stemmed,Tweet_lemmatized
872,Just under TWO WEEKS until we attend the Social Work in the South event on 23rd September. Will we be seeing you th� https://t.co/TP0LYhdEUK,Just under TWO WEEKS until we attend the Social Work in the South event on rd September Will we be seeing you th� httpstcoTPLYhdEUK,"['just', 'under', 'two', 'weeks', 'until', 'we', 'attend', 'the', 'social', 'work', 'in', 'the', 'south', 'event', 'on', 'rd', 'september', 'will', 'we', 'be', 'seeing', 'you', 'th', 'httpstcotplyhdeuk']","['two', 'weeks', 'attend', 'social', 'work', 'south', 'event', 'rd', 'september', 'seeing', 'th', 'httpstcotplyhdeuk']","['two', 'week', 'attend', 'social', 'work', 'south', 'event', 'rd', 'septemb', 'see', 'th', 'httpstcotplyhdeuk']","['two', 'week', 'attend', 'social', 'work', 'south', 'event', 'rd', 'september', 'seeing', 'th', 'httpstcotplyhdeuk']"
873,"To be a social worker and a single mum, I need consistent practical support. I want to praise my dad. He drives rou� https://t.co/mJ9YxITR58",To be a social worker and a single mum I need consistent practical support I want to praise my dad He drives rou� httpstcomJYxITR,"['to', 'be', 'a', 'social', 'worker', 'and', 'a', 'single', 'mum', 'i', 'need', 'consistent', 'practical', 'support', 'i', 'want', 'to', 'praise', 'my', 'dad', 'he', 'drives', 'rou', 'httpstcomjyxitr']","['social', 'worker', 'single', 'mum', 'need', 'consistent', 'practical', 'support', 'want', 'praise', 'dad', 'drives', 'rou', 'httpstcomjyxitr']","['social', 'worker', 'singl', 'mum', 'need', 'consist', 'practic', 'support', 'want', 'prais', 'dad', 'drive', 'rou', 'httpstcomjyxitr']","['social', 'worker', 'single', 'mum', 'need', 'consistent', 'practical', 'support', 'want', 'praise', 'dad', 'drive', 'rou', 'httpstcomjyxitr']"
874,RT @CommunityCare: A social worker in their first year discusses the pressure of beginning practice in an 'inadequate' local authority and�,RT CommunityCare A social worker in their first year discusses the pressure of beginning practice in an inadequate local authority and�,"['rt', 'communitycare', 'a', 'social', 'worker', 'in', 'their', 'first', 'year', 'discusses', 'the', 'pressure', 'of', 'beginning', 'practice', 'in', 'an', 'inadequate', 'local', 'authority', 'and', '']","['rt', 'communitycare', 'social', 'worker', 'first', 'year', 'discusses', 'pressure', 'beginning', 'practice', 'inadequate', 'local', 'authority', '']","['rt', 'communitycar', 'social', 'worker', 'first', 'year', 'discuss', 'pressur', 'begin', 'practic', 'inadequ', 'local', 'author', '']","['rt', 'communitycare', 'social', 'worker', 'first', 'year', 'discus', 'pressure', 'beginning', 'practice', 'inadequate', 'local', 'authority', '']"
875,"@SW_student_con @SiobhanMaclean Looking forward to it !
#SocialWork 
#StudentConnect","SWstudentcon SiobhanMaclean Looking forward to it 
SocialWork 
StudentConnect","['swstudentcon', 'siobhanmaclean', 'looking', 'forward', 'to', 'it', 'socialwork', 'studentconnect']","['swstudentcon', 'siobhanmaclean', 'looking', 'forward', 'socialwork', 'studentconnect']","['swstudentcon', 'siobhanmaclean', 'look', 'forward', 'socialwork', 'studentconnect']","['swstudentcon', 'siobhanmaclean', 'looking', 'forward', 'socialwork', 'studentconnect']"
876,"RT @Arnav07524055: Feeding Street dogs<U+0001F415><U+0001F415><U+0001F415>...
 #socialwork  #Ghaziabad
@vatsalyatatva
 @WorldMansi  
@pranavvibhanshu https://t.co/zhJu8kmIpY","RT Arnav Feeding Street dogsUFUFUF
 socialwork  Ghaziabad
vatsalyatatva
 WorldMansi  
pranavvibhanshu httpstcozhJukmIpY","['rt', 'arnav', 'feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']","['rt', 'arnav', 'feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']","['rt', 'arnav', 'feed', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipi']","['rt', 'arnav', 'feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']"
877,"RT @Arnav07524055: Feeding Street dogs<U+0001F415><U+0001F415><U+0001F415>...
 #socialwork  #Ghaziabad
@vatsalyatatva
 @WorldMansi  
@pranavvibhanshu https://t.co/zhJu8kmIpY","RT Arnav Feeding Street dogsUFUFUF
 socialwork  Ghaziabad
vatsalyatatva
 WorldMansi  
pranavvibhanshu httpstcozhJukmIpY","['rt', 'arnav', 'feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']","['rt', 'arnav', 'feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']","['rt', 'arnav', 'feed', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipi']","['rt', 'arnav', 'feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']"
878,"RT @Arnav07524055: Feeding Street dogs<U+0001F415><U+0001F415><U+0001F415>...
 #socialwork  #Ghaziabad
@vatsalyatatva
 @WorldMansi  
@pranavvibhanshu https://t.co/zhJu8kmIpY","RT Arnav Feeding Street dogsUFUFUF
 socialwork  Ghaziabad
vatsalyatatva
 WorldMansi  
pranavvibhanshu httpstcozhJukmIpY","['rt', 'arnav', 'feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']","['rt', 'arnav', 'feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']","['rt', 'arnav', 'feed', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipi']","['rt', 'arnav', 'feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']"
879,"Feeding Street dogs<U+0001F415><U+0001F415><U+0001F415>...
 #socialwork  #Ghaziabad
@vatsalyatatva
 @WorldMansi  
@pranavvibhanshu https://t.co/zhJu8kmIpY","Feeding Street dogsUFUFUF
 socialwork  Ghaziabad
vatsalyatatva
 WorldMansi  
pranavvibhanshu httpstcozhJukmIpY","['feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']","['feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']","['feed', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipi']","['feeding', 'street', 'dogsufufuf', 'socialwork', 'ghaziabad', 'vatsalyatatva', 'worldmansi', 'pranavvibhanshu', 'httpstcozhjukmipy']"
880,Emotions and Kids https://t.co/5idYx7JV18 #psych #socialwork https://t.co/Q0a0alVGLt,Emotions and Kids httpstcoidYxJV psych socialwork httpstcoQaalVGLt,"['emotions', 'and', 'kids', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcoqaalvglt']","['emotions', 'kids', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcoqaalvglt']","['emot', 'kid', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcoqaalvglt']","['emotion', 'kid', 'httpstcoidyxjv', 'psych', 'socialwork', 'httpstcoqaalvglt']"
881,"RT @William91691687: FASDs are said to be 10x times more prevalent in the #childwelfare system such as #fostercare, than in the general pop�",RT William FASDs are said to be x times more prevalent in the childwelfare system such as fostercare than in the general pop�,"['rt', 'william', 'fasds', 'are', 'said', 'to', 'be', 'x', 'times', 'more', 'prevalent', 'in', 'the', 'childwelfare', 'system', 'such', 'as', 'fostercare', 'than', 'in', 'the', 'general', 'pop', '']","['rt', 'william', 'fasds', 'said', 'x', 'times', 'prevalent', 'childwelfare', 'system', 'fostercare', 'general', 'pop', '']","['rt', 'william', 'fasd', 'said', 'x', 'time', 'preval', 'childwelfar', 'system', 'fostercar', 'gener', 'pop', '']","['rt', 'william', 'fasds', 'said', 'x', 'time', 'prevalent', 'childwelfare', 'system', 'fostercare', 'general', 'pop', '']"
882,"RT @SDheeranand: #socialwork
#flood 
#flooding https://t.co/ibdH9ErpDo https://t.co/vWWHdyNKnZ","RT SDheeranand socialwork
flood 
flooding httpstcoibdHErpDo httpstcovWWHdyNKnZ","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcoibdherpdo', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcoibdherpdo', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flood', 'httpstcoibdherpdo', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcoibdherpdo', 'httpstcovwwhdynknz']"
883,RT @CommunityCare: A social worker in their first year discusses the pressure of beginning practice in an 'inadequate' local authority and�,RT CommunityCare A social worker in their first year discusses the pressure of beginning practice in an inadequate local authority and�,"['rt', 'communitycare', 'a', 'social', 'worker', 'in', 'their', 'first', 'year', 'discusses', 'the', 'pressure', 'of', 'beginning', 'practice', 'in', 'an', 'inadequate', 'local', 'authority', 'and', '']","['rt', 'communitycare', 'social', 'worker', 'first', 'year', 'discusses', 'pressure', 'beginning', 'practice', 'inadequate', 'local', 'authority', '']","['rt', 'communitycar', 'social', 'worker', 'first', 'year', 'discuss', 'pressur', 'begin', 'practic', 'inadequ', 'local', 'author', '']","['rt', 'communitycare', 'social', 'worker', 'first', 'year', 'discus', 'pressure', 'beginning', 'practice', 'inadequate', 'local', 'authority', '']"
884,"RT @pathway_edu_au: <U+0001F393><U+0001F449><U+0001D5D8><U+0001D5FB><U+0001D5FF><U+0001D5FC><U+0001D5F9><U+0001D5F9> <U+0001D5E1><U+0001D5FC><U+0001D604> <U+0001D5F6><U+0001D5FB> <U+0001D5E6><U+0001D5FC><U+0001D5F0><U+0001D5F6><U+0001D5EE><U+0001D5F9> <U+0001D5EA><U+0001D5FC><U+0001D5FF><U+0001D5F8> <U+0001D5D6><U+0001D5FC><U+0001D602><U+0001D5FF><U+0001D600><U+0001D5F2>
<U+0001F4B0>Get $6000 Scholarship

#permanentresidence #visaservices #immigration #passport #mi�","RT pathwayeduau UFUFUDDUDFBUDFFUDFCUDFUDF UDEUDFCUD UDFUDFB UDEUDFCUDFUDFUDEEUDF UDEAUDFCUDFFUDF UDDUDFCUDUDFFUDUDF
UFBGet  Scholarship

permanentresidence visaservices immigration passport mi�","['rt', 'pathwayeduau', 'ufufuddudfbudffudfcudfudf', 'udeudfcud', 'udfudfb', 'udeudfcudfudfudeeudf', 'udeaudfcudffudf', 'uddudfcududffududf', 'ufbget', 'scholarship', 'permanentresidence', 'visaservices', 'immigration', 'passport', 'mi', '']","['rt', 'pathwayeduau', 'ufufuddudfbudffudfcudfudf', 'udeudfcud', 'udfudfb', 'udeudfcudfudfudeeudf', 'udeaudfcudffudf', 'uddudfcududffududf', 'ufbget', 'scholarship', 'permanentresidence', 'visaservices', 'immigration', 'passport', 'mi', '']","['rt', 'pathwayeduau', 'ufufuddudfbudffudfcudfudf', 'udeudfcud', 'udfudfb', 'udeudfcudfudfudeeudf', 'udeaudfcudffudf', 'uddudfcududffududf', 'ufbget', 'scholarship', 'permanentresid', 'visaservic', 'immigr', 'passport', 'mi', '']","['rt', 'pathwayeduau', 'ufufuddudfbudffudfcudfudf', 'udeudfcud', 'udfudfb', 'udeudfcudfudfudeeudf', 'udeaudfcudffudf', 'uddudfcududffududf', 'ufbget', 'scholarship', 'permanentresidence', 'visaservices', 'immigration', 'passport', 'mi', '']"
885,"We are very to inform you all that our organisation network in 13 state of india. 

""Join With Us &amp; Do For Them""� https://t.co/SAMRkBJnVf","We are very to inform you all that our organisation network in  state of india 

Join With Us amp Do For Them� httpstcoSAMRkBJnVf","['we', 'are', 'very', 'to', 'inform', 'you', 'all', 'that', 'our', 'organisation', 'network', 'in', 'state', 'of', 'india', 'join', 'with', 'us', 'amp', 'do', 'for', 'them', 'httpstcosamrkbjnvf']","['inform', 'organisation', 'network', 'state', 'india', 'join', 'us', 'amp', 'httpstcosamrkbjnvf']","['inform', 'organis', 'network', 'state', 'india', 'join', 'us', 'amp', 'httpstcosamrkbjnvf']","['inform', 'organisation', 'network', 'state', 'india', 'join', 'u', 'amp', 'httpstcosamrkbjnvf']"
886,"The best way to find yourself is to lose yourself in the service of others.

Sach Foundation
(Roti Bank)
sachfounda� https://t.co/Fz9wvOSAg6","The best way to find yourself is to lose yourself in the service of others

Sach Foundation
Roti Bank
sachfounda� httpstcoFzwvOSAg","['the', 'best', 'way', 'to', 'find', 'yourself', 'is', 'to', 'lose', 'yourself', 'in', 'the', 'service', 'of', 'others', 'sach', 'foundation', 'roti', 'bank', 'sachfounda', 'httpstcofzwvosag']","['best', 'way', 'find', 'lose', 'service', 'others', 'sach', 'foundation', 'roti', 'bank', 'sachfounda', 'httpstcofzwvosag']","['best', 'way', 'find', 'lose', 'servic', 'other', 'sach', 'foundat', 'roti', 'bank', 'sachfounda', 'httpstcofzwvosag']","['best', 'way', 'find', 'lose', 'service', 'others', 'sach', 'foundation', 'roti', 'bank', 'sachfounda', 'httpstcofzwvosag']"
887,"RT @aruesccam: RT ProsperaTedam ""RT @Harr_Ferguson: New paper on supervision in #socialwork &amp; #childprotection by <U+2066>
@BeddoeE <U+2066>@Akali65<U+2069> @td�","RT aruesccam RT ProsperaTedam RT HarrFerguson New paper on supervision in socialwork amp childprotection by U
BeddoeE UAkaliU td�","['rt', 'aruesccam', 'rt', 'prosperatedam', 'rt', 'harrferguson', 'new', 'paper', 'on', 'supervision', 'in', 'socialwork', 'amp', 'childprotection', 'by', 'u', 'beddoee', 'uakaliu', 'td', '']","['rt', 'aruesccam', 'rt', 'prosperatedam', 'rt', 'harrferguson', 'new', 'paper', 'supervision', 'socialwork', 'amp', 'childprotection', 'u', 'beddoee', 'uakaliu', 'td', '']","['rt', 'aruesccam', 'rt', 'prosperatedam', 'rt', 'harrferguson', 'new', 'paper', 'supervis', 'socialwork', 'amp', 'childprotect', 'u', 'beddoe', 'uakaliu', 'td', '']","['rt', 'aruesccam', 'rt', 'prosperatedam', 'rt', 'harrferguson', 'new', 'paper', 'supervision', 'socialwork', 'amp', 'childprotection', 'u', 'beddoee', 'uakaliu', 'td', '']"
888,Percentages of problem drug use and their implications for policy making: A review of the literature - Anne Katrin� https://t.co/h1VSz6HVwy,Percentages of problem drug use and their implications for policy making A review of the literature  Anne Katrin� httpstcohVSzHVwy,"['percentages', 'of', 'problem', 'drug', 'use', 'and', 'their', 'implications', 'for', 'policy', 'making', 'a', 'review', 'of', 'the', 'literature', 'anne', 'katrin', 'httpstcohvszhvwy']","['percentages', 'problem', 'drug', 'use', 'implications', 'policy', 'making', 'review', 'literature', 'anne', 'katrin', 'httpstcohvszhvwy']","['percentag', 'problem', 'drug', 'use', 'implic', 'polici', 'make', 'review', 'literatur', 'ann', 'katrin', 'httpstcohvszhvwi']","['percentage', 'problem', 'drug', 'use', 'implication', 'policy', 'making', 'review', 'literature', 'anne', 'katrin', 'httpstcohvszhvwy']"
889,RT @laurelhitchcock: So excited to share our updated educator's guide for #SWVirutalPal! Let us know if you are interested in adding global�,RT laurelhitchcock So excited to share our updated educators guide for SWVirutalPal Let us know if you are interested in adding global�,"['rt', 'laurelhitchcock', 'so', 'excited', 'to', 'share', 'our', 'updated', 'educators', 'guide', 'for', 'swvirutalpal', 'let', 'us', 'know', 'if', 'you', 'are', 'interested', 'in', 'adding', 'global', '']","['rt', 'laurelhitchcock', 'excited', 'share', 'updated', 'educators', 'guide', 'swvirutalpal', 'let', 'us', 'know', 'interested', 'adding', 'global', '']","['rt', 'laurelhitchcock', 'excit', 'share', 'updat', 'educ', 'guid', 'swvirutalp', 'let', 'us', 'know', 'interest', 'ad', 'global', '']","['rt', 'laurelhitchcock', 'excited', 'share', 'updated', 'educator', 'guide', 'swvirutalpal', 'let', 'u', 'know', 'interested', 'adding', 'global', '']"
890,#socialwork #ntasocialwork #notes #coaching #india #love #like #share #comments #ngo #netsocialwork #coach #travel� https://t.co/HAMJoBrtTh,socialwork ntasocialwork notes coaching india love like share comments ngo netsocialwork coach travel� httpstcoHAMJoBrtTh,"['socialwork', 'ntasocialwork', 'notes', 'coaching', 'india', 'love', 'like', 'share', 'comments', 'ngo', 'netsocialwork', 'coach', 'travel', 'httpstcohamjobrtth']","['socialwork', 'ntasocialwork', 'notes', 'coaching', 'india', 'love', 'like', 'share', 'comments', 'ngo', 'netsocialwork', 'coach', 'travel', 'httpstcohamjobrtth']","['socialwork', 'ntasocialwork', 'note', 'coach', 'india', 'love', 'like', 'share', 'comment', 'ngo', 'netsocialwork', 'coach', 'travel', 'httpstcohamjobrtth']","['socialwork', 'ntasocialwork', 'note', 'coaching', 'india', 'love', 'like', 'share', 'comment', 'ngo', 'netsocialwork', 'coach', 'travel', 'httpstcohamjobrtth']"
891,"<U+0001F393><U+0001F449><U+0001D5D8><U+0001D5FB><U+0001D5FF><U+0001D5FC><U+0001D5F9><U+0001D5F9> <U+0001D5E1><U+0001D5FC><U+0001D604> <U+0001D5F6><U+0001D5FB> <U+0001D5E6><U+0001D5FC><U+0001D5F0><U+0001D5F6><U+0001D5EE><U+0001D5F9> <U+0001D5EA><U+0001D5FC><U+0001D5FF><U+0001D5F8> <U+0001D5D6><U+0001D5FC><U+0001D602><U+0001D5FF><U+0001D600><U+0001D5F2>
<U+0001F4B0>Get $6000 Scholarship

#permanentresidence #visaservices #immigration #passport� https://t.co/rlChbS9Mrj","UFUFUDDUDFBUDFFUDFCUDFUDF UDEUDFCUD UDFUDFB UDEUDFCUDFUDFUDEEUDF UDEAUDFCUDFFUDF UDDUDFCUDUDFFUDUDF
UFBGet  Scholarship

permanentresidence visaservices immigration passport� httpstcorlChbSMrj","['ufufuddudfbudffudfcudfudf', 'udeudfcud', 'udfudfb', 'udeudfcudfudfudeeudf', 'udeaudfcudffudf', 'uddudfcududffududf', 'ufbget', 'scholarship', 'permanentresidence', 'visaservices', 'immigration', 'passport', 'httpstcorlchbsmrj']","['ufufuddudfbudffudfcudfudf', 'udeudfcud', 'udfudfb', 'udeudfcudfudfudeeudf', 'udeaudfcudffudf', 'uddudfcududffududf', 'ufbget', 'scholarship', 'permanentresidence', 'visaservices', 'immigration', 'passport', 'httpstcorlchbsmrj']","['ufufuddudfbudffudfcudfudf', 'udeudfcud', 'udfudfb', 'udeudfcudfudfudeeudf', 'udeaudfcudffudf', 'uddudfcududffududf', 'ufbget', 'scholarship', 'permanentresid', 'visaservic', 'immigr', 'passport', 'httpstcorlchbsmrj']","['ufufuddudfbudffudfcudfudf', 'udeudfcud', 'udfudfb', 'udeudfcudfudfudeeudf', 'udeaudfcudffudf', 'uddudfcududffududf', 'ufbget', 'scholarship', 'permanentresidence', 'visaservices', 'immigration', 'passport', 'httpstcorlchbsmrj']"
892,"RT @SDheeranand: #socialwork
#flood 
#flooding https://t.co/vWWHdyNKnZ","RT SDheeranand socialwork
flood 
flooding httpstcovWWHdyNKnZ","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flood', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']"
893,"RT @BCSocialWorkers: During #COVID19 difficulties with child care exacerbated gendered divisions in parenting, and contributed to women lea�",RT BCSocialWorkers During COVID difficulties with child care exacerbated gendered divisions in parenting and contributed to women lea�,"['rt', 'bcsocialworkers', 'during', 'covid', 'difficulties', 'with', 'child', 'care', 'exacerbated', 'gendered', 'divisions', 'in', 'parenting', 'and', 'contributed', 'to', 'women', 'lea', '']","['rt', 'bcsocialworkers', 'covid', 'difficulties', 'child', 'care', 'exacerbated', 'gendered', 'divisions', 'parenting', 'contributed', 'women', 'lea', '']","['rt', 'bcsocialwork', 'covid', 'difficulti', 'child', 'care', 'exacerb', 'gender', 'divis', 'parent', 'contribut', 'women', 'lea', '']","['rt', 'bcsocialworkers', 'covid', 'difficulty', 'child', 'care', 'exacerbated', 'gendered', 'division', 'parenting', 'contributed', 'woman', 'lea', '']"
894,RT @laurelhitchcock: So excited to share our updated educator's guide for #SWVirutalPal! Let us know if you are interested in adding global�,RT laurelhitchcock So excited to share our updated educators guide for SWVirutalPal Let us know if you are interested in adding global�,"['rt', 'laurelhitchcock', 'so', 'excited', 'to', 'share', 'our', 'updated', 'educators', 'guide', 'for', 'swvirutalpal', 'let', 'us', 'know', 'if', 'you', 'are', 'interested', 'in', 'adding', 'global', '']","['rt', 'laurelhitchcock', 'excited', 'share', 'updated', 'educators', 'guide', 'swvirutalpal', 'let', 'us', 'know', 'interested', 'adding', 'global', '']","['rt', 'laurelhitchcock', 'excit', 'share', 'updat', 'educ', 'guid', 'swvirutalp', 'let', 'us', 'know', 'interest', 'ad', 'global', '']","['rt', 'laurelhitchcock', 'excited', 'share', 'updated', 'educator', 'guide', 'swvirutalpal', 'let', 'u', 'know', 'interested', 'adding', 'global', '']"
895,RT @SWVirtualPal: Update guide for #socialwork educators wanting their students to engage in global networks - the 2nd Ed of Educator�s Gui�,RT SWVirtualPal Update guide for socialwork educators wanting their students to engage in global networks  the nd Ed of Educator�s Gui�,"['rt', 'swvirtualpal', 'update', 'guide', 'for', 'socialwork', 'educators', 'wanting', 'their', 'students', 'to', 'engage', 'in', 'global', 'networks', 'the', 'nd', 'ed', 'of', 'educator', 's', 'gui', '']","['rt', 'swvirtualpal', 'update', 'guide', 'socialwork', 'educators', 'wanting', 'students', 'engage', 'global', 'networks', 'nd', 'ed', 'educator', 'gui', '']","['rt', 'swvirtualp', 'updat', 'guid', 'socialwork', 'educ', 'want', 'student', 'engag', 'global', 'network', 'nd', 'ed', 'educ', 'gui', '']","['rt', 'swvirtualpal', 'update', 'guide', 'socialwork', 'educator', 'wanting', 'student', 'engage', 'global', 'network', 'nd', 'ed', 'educator', 'gui', '']"
896,RT @MalcolmPayne: Useful freely downloadable #SocialWork &amp; #SocialCare practice activities on co-production working with #OlderPeople  Stro�,RT MalcolmPayne Useful freely downloadable SocialWork amp SocialCare practice activities on coproduction working with OlderPeople  Stro�,"['rt', 'malcolmpayne', 'useful', 'freely', 'downloadable', 'socialwork', 'amp', 'socialcare', 'practice', 'activities', 'on', 'coproduction', 'working', 'with', 'olderpeople', 'stro', '']","['rt', 'malcolmpayne', 'useful', 'freely', 'downloadable', 'socialwork', 'amp', 'socialcare', 'practice', 'activities', 'coproduction', 'working', 'olderpeople', 'stro', '']","['rt', 'malcolmpayn', 'use', 'freeli', 'download', 'socialwork', 'amp', 'socialcar', 'practic', 'activ', 'coproduct', 'work', 'olderpeopl', 'stro', '']","['rt', 'malcolmpayne', 'useful', 'freely', 'downloadable', 'socialwork', 'amp', 'socialcare', 'practice', 'activity', 'coproduction', 'working', 'olderpeople', 'stro', '']"
897,Thanks for your contribution to our Professional Masters of Social Work programme Tara! #SocialWork #SelfCare https://t.co/tS4WoeIqRq,Thanks for your contribution to our Professional Masters of Social Work programme Tara SocialWork SelfCare httpstcotSWoeIqRq,"['thanks', 'for', 'your', 'contribution', 'to', 'our', 'professional', 'masters', 'of', 'social', 'work', 'programme', 'tara', 'socialwork', 'selfcare', 'httpstcotswoeiqrq']","['thanks', 'contribution', 'professional', 'masters', 'social', 'work', 'programme', 'tara', 'socialwork', 'selfcare', 'httpstcotswoeiqrq']","['thank', 'contribut', 'profession', 'master', 'social', 'work', 'programm', 'tara', 'socialwork', 'selfcar', 'httpstcotswoeiqrq']","['thanks', 'contribution', 'professional', 'master', 'social', 'work', 'programme', 'tara', 'socialwork', 'selfcare', 'httpstcotswoeiqrq']"
898,"RT @SDheeranand: #socialwork
#flood 
#flooding https://t.co/vWWHdyNKnZ","RT SDheeranand socialwork
flood 
flooding httpstcovWWHdyNKnZ","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flood', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']"
899,"RT @SDheeranand: #socialwork
#flood 
#flooding https://t.co/vWWHdyNKnZ","RT SDheeranand socialwork
flood 
flooding httpstcovWWHdyNKnZ","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flood', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']"
900,<U+0906><U+091C> <U+0915><U+0947> <U+0905><U+0924><U+093F><U+0925><U+093F> : <U+091C><U+093E><U+0928><U+0915><U+0940> <U+0935><U+0938><U+0902><U+0924> -          <U+092A><U+094D><U+0930><U+0938><U+093E><U+0930><U+0923> <U+0924><U+093F><U+0925><U+093F> : 13/09/2021 <U+23F0> 11 <U+092C><U+091C><U+0947> #socialwork #helpinghand @AIR_ADGP_WR� https://t.co/GZ1rBiWl6U,UUC UU UUUFUUF  UCUEUUU UUUU           UAUDUUUEUU UUFUUF   UF  UCUCU socialwork helpinghand AIRADGPWR� httpstcoGZrBiWlU,"['uuc', 'uu', 'uuufuuf', 'ucueuuu', 'uuuu', 'uauduuueuu', 'uufuuf', 'uf', 'ucucu', 'socialwork', 'helpinghand', 'airadgpwr', 'httpstcogzrbiwlu']","['uuc', 'uu', 'uuufuuf', 'ucueuuu', 'uuuu', 'uauduuueuu', 'uufuuf', 'uf', 'ucucu', 'socialwork', 'helpinghand', 'airadgpwr', 'httpstcogzrbiwlu']","['uuc', 'uu', 'uuufuuf', 'ucueuuu', 'uuuu', 'uauduuueuu', 'uufuuf', 'uf', 'ucucu', 'socialwork', 'helpinghand', 'airadgpwr', 'httpstcogzrbiwlu']","['uuc', 'uu', 'uuufuuf', 'ucueuuu', 'uuuu', 'uauduuueuu', 'uufuuf', 'uf', 'ucucu', 'socialwork', 'helpinghand', 'airadgpwr', 'httpstcogzrbiwlu']"
901,"RT @SDheeranand: #socialwork
#flood 
#flooding https://t.co/vWWHdyNKnZ","RT SDheeranand socialwork
flood 
flooding httpstcovWWHdyNKnZ","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flood', 'httpstcovwwhdynknz']","['rt', 'sdheeranand', 'socialwork', 'flood', 'flooding', 'httpstcovwwhdynknz']"
