age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
47, Private,398652,College,9, Married, Sales, Husband, White, Male,0,0,50, United-States,rich
59, Private,268840,College,10, Married, Adm-clerical, Other-relative, White, Female,0,0,16, United-States,rich
59, Private,91384,University,16, Married, Prof-specialty, Husband, White, Male,0,0,60, United-States,rich
52, Private,174767,College,10, Married, Exec-managerial, Husband, White, Male,0,0,45, United-States,rich
37,Self-employed,126675,College,11, Married, Sales, Husband, White, Male,0,0,60, United-States,rich
52, Private,82285,University,13, Married, Other-service, Other-relative, Black, Female,0,0,40, Haiti,poor
51, Private,177727,College,12, Married, Craft-repair, Husband, White, Male,0,0,45, United-States,rich
67,Self-employed,345236,University,13, Married, Exec-managerial, Husband, White, Male,0,0,55, United-States,poor
68, Private,156000,School,6, Widowed, Other-service, Unmarried, Black, Female,0,0,20, United-States,poor
71, Private,228806,School,5, Divorced, Priv-house-serv, Not-in-family, Black, Female,0,0,6, United-States,poor
49,Government,184428,University,14, Married, Adm-clerical, Husband, White, Male,0,0,40, United-States,poor
35,Government,102938,College,9, Married, Other-service, Husband, White, Male,0,0,40, United-States,poor
18, Private,161063,College,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,poor
29, Private,253752,School,6, Married, Farming-fishing, Wife, White, Female,0,0,40, United-States,poor
47,Self-employed,274800,University,13, Married, Prof-specialty, Husband, White, Male,0,0,60, United-States,poor
31, Private,129804,School,5, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Puerto-Rico,poor
22,Government,65547,College,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States,poor
20, Private,107658,College,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,10, United-States,poor
57, Private,161097,College,9, Divorced, Sales, Not-in-family, White, Female,0,0,26, United-States,poor
18, Private,118376,College,10, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,poor
32, Private,131224,College,9, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,poor
39, Private,120985,College,9, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States,poor
37, Private,215392,University,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,poor
51, Private,63685,College,9, Married, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Cambodia,poor
48, Private,131826,College,10, Married, Adm-clerical, Husband, White, Male,0,0,40, United-States,rich
39, Private,211440,College,9, Married, Transport-moving, Husband, White, Male,0,0,55, United-States,rich
35, Private,31023,University,13, Married, Sales, Husband, White, Male,0,0,45, United-States,poor
40, Private,145439,School,3, Married, Other-service, Husband, Other, Male,4064,0,40, Mexico,poor
19, Private,255161,College,9, Never-married, Sales, Own-child, White, Male,0,0,25, United-States,poor
28, Private,411950,College,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,poor
23, Private,275818,College,10, Never-married, Sales, Not-in-family, White, Female,0,1974,40, United-States,poor
18, Private,318082,College,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States,poor
23,Government,287988,University,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,poor
47,Government,138342,School,7, Married, Transport-moving, Husband, White, Male,3411,0,40, El-Salvador,poor
42,Government,115932,University,13, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States,poor
25, Private,60358,College,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,poor
17, Private,140117,School,6, Never-married, Sales, Own-child, White, Female,0,0,12, United-States,poor
34, Private,158040,University,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,poor
29, Private,232784,College,12, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,poor
22, Private,349368,College,10, Married, Adm-clerical, Wife, White, Female,0,0,40, United-States,poor
46,Government,325573,College,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,poor
69, Private,140176,College,9, Married, Sales, Husband, White, Male,0,0,24, United-States,poor
50, Private,128478,College,9, Married, Craft-repair, Husband, White, Male,0,0,60, United-States,rich
45,Government,155659,College,10, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,rich
41,Government,288433,University,14, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,poor
47,Government,329205,University,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,poor
64, Private,171373,School,7, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, United-States,poor
29, Private,228860,College,10, Married, Other-service, Husband, White, Male,0,0,35, United-States,poor
29, Private,196116,School,15, Divorced, Prof-specialty, Own-child, White, Female,2174,0,72, United-States,poor
17, Private,47771,School,7, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States,poor
24, Private,201680,College,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,60, United-States,poor
28, Private,337378,College,9, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
35, Private,246449,College,9, Never-married, Other-service, Not-in-family, White, Male,3325,0,50, United-States,poor
48, Private,227714,University,13, Married, Sales, Husband, White, Male,0,0,60, United-States,poor
36, Private,177285,College,11, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,38, United-States,poor
38, Private,71701,College,11, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Portugal,poor
49, Private,30219,College,9, Divorced, Craft-repair, Not-in-family, White, Male,0,1669,40, United-States,poor
42, Private,280167,University,14, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,rich
36,Self-employed,27408,College,11, Married, Sales, Husband, White, Male,0,0,60, United-States,poor
25, Private,167031,School,6, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Columbia,poor
41, Private,173682,University,14, Married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,poor
35,Self-employed,278557,College,9, Married, Farming-fishing, Husband, White, Male,0,0,30, United-States,poor
32, Private,113688,College,11, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,poor
41,Self-employed,252986,University,14, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,rich
48, Private,33669,College,10, Married, Transport-moving, Husband, White, Male,0,0,60, United-States,poor
56, Private,100776,College,9, Married, Sales, Wife, White, Female,0,0,50, United-States,poor
47,Self-employed,177457,College,10, Married, Other-service, Husband, Black, Male,0,0,40, United-States,poor
30,Government,312767,College,9, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States,poor
51, Private,43354,School,7, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,rich
22,Self-employed,375422,University,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, South,poor
49,Self-employed,263568,University,13, Married, Exec-managerial, Husband, White, Male,0,0,60, United-States,rich
26, Private,302097,College,9, Married, Machine-op-inspct, Husband, White, Male,3464,0,48, United-States,poor
35, Private,248010,University,13, Married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,poor
34, Private,405577,College,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,poor
51,Government,167065,College,9, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,poor
26, Private,102476,University,13, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,poor
28,Government,526528,College,10, Never-married, Adm-clerical, Unmarried, Black, Female,3887,0,40, United-States,poor
32, Private,175878,School,4, Married, Craft-repair, Husband, White, Male,0,0,35, United-States,poor
55, Private,213894,School,7, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,poor
17, Private,150262,School,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,poor
40, Private,75363,College,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,poor
38, Private,272671,University,13, Divorced, Sales, Own-child, White, Male,0,0,50, United-States,poor
67,Self-employed,411007,College,9, Widowed, Exec-managerial, Not-in-family, White, Female,15831,0,40, United-States,rich
44, Private,222434,College,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,poor
26, Private,180246,College,10, Married, Exec-managerial, Husband, White, Male,7688,0,40, United-States,rich
25, Private,171236,College,9, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States,poor
45, Private,367037,College,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,poor
38, Private,304651,College,9, Married, Adm-clerical, Husband, White, Male,0,0,45, United-States,rich
62, Private,97017,College,10, Married, Craft-repair, Husband, White, Male,0,0,45, United-States,poor
20, Private,146879,College,9, Never-married, Other-service, Not-in-family, White, Male,0,2001,40, United-States,poor
45,Government,320818,College,10, Married, Other-service, Other-relative, Black, Male,0,0,40, Haiti,poor
47,Self-employed,84735,University,14, Married, Prof-specialty, Wife, White, Female,0,0,20, United-States,rich
49, Private,184428,University,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,poor
36, Private,326886,College,9, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,rich
29, Private,212102,College,9, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States,poor
23, Private,175837,School,7, Never-married, Farming-fishing, Other-relative, White, Female,0,0,40, Puerto-Rico,poor
50, Private,177487,College,9, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
44, Private,286750,University,13, Married, Exec-managerial, Husband, Black, Male,0,1902,40, United-States,rich
44, Private,171424,University,13, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,rich
32, Private,194981,College,9, Married, Tech-support, Wife, White, Female,0,0,36, United-States,poor
73, Private,199362,College,9, Married, Other-service, Husband, White, Male,0,0,30, United-States,poor
24, Private,204226,University,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,poor
46,Government,72506,College,9, Married, Other-service, Wife, Black, Female,0,0,40, United-States,poor
61,Self-employed,61040,College,10, Married, Sales, Husband, White, Male,7688,0,36, United-States,rich
37,Government,194630,University,14, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States,poor
29, Private,391867,College,11, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,rich
40, Private,94080,College,12, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,rich
17, Private,289405,School,7, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,12, United-States,poor
30, Private,170130,College,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,poor
19, Private,158118,College,9, Never-married, Other-service, Not-in-family, White, Female,0,1719,40, United-States,poor
30, Private,447739,University,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,poor
47, Private,223342,College,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1504,35, United-States,poor
25, Private,106377,College,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,poor
41, Private,66118,University,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States,poor
47, Private,274883,College,9, Married, Transport-moving, Husband, White, Male,0,0,40, United-States,poor
27,Government,123773,College,12, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,poor
42,Government,70655,College,9, Married, Craft-repair, Husband, White, Male,0,0,44, United-States,poor
49, Private,177426,College,9, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States,poor
37, Private,200374,University,13, Married, Sales, Husband, White, Male,0,1902,40, United-States,rich
19,Government,159269,College,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States,poor
24, Private,235894,College,9, Married, Craft-repair, Husband, White, Male,0,0,38, United-States,poor
34,Government,97723,School,15, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,rich
33, Private,167309,University,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,poor
44,Self-employed,98106,College,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,poor
37,Government,22201,University,13, Married, Adm-clerical, Husband, Asian-Pac-Islander, Male,7298,0,40, Philippines,rich
45, Private,108993,College,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,poor
35, Private,265954,University,13, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,poor
58,Self-employed,100960,College,9, Married, Sales, Husband, White, Male,0,0,50, United-States,poor
45, Private,170092,College,10, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States,poor
54, Private,326156,College,10, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,rich
45, Private,216932,University,14, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,rich
69, Private,36956,College,10, Married, Exec-managerial, Husband, White, Male,20051,0,50, United-States,rich
24, Private,214014,College,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States,poor
36, Private,99872,College,9, Married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India,poor
61,Government,151459,School,6, Never-married, Other-service, Not-in-family, Black, Female,0,0,38, United-States,poor
57,Self-employed,161662,University,13, Married, Exec-managerial, Husband, White, Male,7688,0,60, United-States,rich
56, Private,367200,College,9, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States,poor
35, Private,86648,University,14, Married, Prof-specialty, Husband, White, Male,0,1977,45, United-States,rich
51,Government,168539,University,13, Married, Exec-managerial, Husband, White, Male,0,0,50, United-States,rich
50, Private,140741,School,7, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States,poor
25, Private,197651,College,10, Never-married, Tech-support, Own-child, White, Female,0,0,43, United-States,poor
46, Private,123053,University,14, Married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Japan,rich
23, Private,330571,University,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States,poor
44, Private,204235,College,9, Married, Transport-moving, Husband, White, Male,0,0,40, United-States,poor
38,Government,346766,College,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,poor
25, Private,163396,College,10, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, United-States,poor
18, Private,36251,School,6, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States,poor
40, Private,149102,College,9, Married, Handlers-cleaners, Not-in-family, White, Male,2174,0,60, Poland,poor
31,Government,29152,School,8, Married, Other-service, Wife, White, Female,0,0,40, United-States,poor
33, Private,79303,College,9, Married, Farming-fishing, Husband, White, Male,0,0,45, United-States,poor
35, Private,272338,College,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,poor
55,Government,200497,University,14, Married, Exec-managerial, Husband, White, Male,0,0,45, United-States,rich
19, Private,148392,College,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States,poor
31, Private,164243,College,10, Married, Craft-repair, Husband, White, Male,0,1579,40, United-States,poor
43,Government,129298,University,14, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,rich
49,Government,174981,University,14, Married, Exec-managerial, Husband, Black, Male,0,0,47, United-States,rich
48,Government,328610,School,15, Married, Prof-specialty, Husband, White, Male,0,0,45, United-States,rich
27, Private,77774,College,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,34, United-States,poor
38,Government,134069,University,14, Married, Exec-managerial, Husband, White, Male,7298,0,60, United-States,rich
35, Private,209214,College,9, Married, Adm-clerical, Wife, White, Female,4386,0,35, United-States,rich
29, Private,153805,College,9, Never-married, Machine-op-inspct, Other-relative, Other, Male,0,0,40, Ecuador,poor
27, Private,168827,University,13, Never-married, Sales, Own-child, White, Male,0,0,2, United-States,poor
31, Private,373432,School,5, Married, Craft-repair, Husband, White, Male,0,0,43, United-States,poor
26, Private,57600,University,13, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,poor
53,Self-employed,302847,College,9, Married, Sales, Husband, White, Male,0,0,35, United-States,poor
23, Private,227594,College,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,poor
32,Government,44777,College,9, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,46, United-States,poor
36, Private,279615,University,13, Divorced, Sales, Own-child, White, Female,0,0,40, United-States,poor
22, Private,276133,College,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,poor
62, Private,136314,College,10, Married, Adm-clerical, Wife, White, Female,0,0,40, United-States,poor
41, Private,204410,College,9, Married, Craft-repair, Husband, White, Male,0,1485,44, United-States,rich
59,Self-employed,223215,University,13, Married, Exec-managerial, Husband, White, Male,0,1977,50, United-States,rich
43, Private,184625,College,9, Married, Adm-clerical, Wife, White, Female,0,0,40, United-States,rich
34,Self-employed,265917,College,9, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,rich
27, Private,158647,College,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,poor
35, Private,22055,College,10, Married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States,poor
41,Government,176716,College,9, Married, Transport-moving, Husband, White, Male,0,0,60, United-States,poor
42, Private,270721,University,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,32, United-States,poor
24, Private,100321,College,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, United-States,poor
35, Private,79050,College,9, Never-married, Transport-moving, Unmarried, Black, Male,0,0,72, United-States,poor
40,Government,42703,College,10, Married, Adm-clerical, Wife, White, Female,0,0,40, United-States,rich
46, Private,116952,School,4, Married, Prof-specialty, Wife, White, Female,0,0,45, United-States,poor
45, Private,331643,College,10, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,rich
33, Private,207937,College,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1092,40, United-States,poor
68, Private,223486,College,9, Widowed, Other-service, Unmarried, White, Female,0,0,7, England,poor
33, Private,340332,University,13, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,45, United-States,poor
23, Private,184813,College,10, Married, Other-service, Husband, White, Male,0,0,20, United-States,poor
42,Self-employed,32185,University,13, Married, Farming-fishing, Husband, White, Male,0,0,60, United-States,rich
30, Private,197886,College,10, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,rich
35,Government,248374,College,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,poor
40, Private,382499,College,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States,poor
36,Government,108320,University,14, Divorced, Prof-specialty, Unmarried, White, Male,5455,0,30, United-States,poor
46,Self-employed,161386,School,5, Married, Adm-clerical, Wife, White, Female,0,0,50, United-States,poor
49,Government,110172,College,9, Married, Transport-moving, Husband, White, Male,0,0,40, United-States,poor
41, Private,144032,College,9, Married, Exec-managerial, Husband, White, Male,0,0,60, United-States,poor
26, Private,224426,University,14, Never-married, Exec-managerial, Own-child, White, Male,0,0,38, United-States,poor
37, Private,230408,College,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, United-States,poor
50,Government,20795,College,10, Married, Protective-serv, Husband, White, Male,0,0,40, United-States,rich
20, Private,174714,College,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,poor
59,Government,398626,University,16, Divorced, Prof-specialty, Unmarried, White, Male,25236,0,45, United-States,rich
30, Private,149531,College,10, Married, Sales, Husband, White, Male,0,0,40, United-States,poor
23, Private,34113,College,9, Married, Craft-repair, Husband, White, Male,0,0,45, United-States,poor
44,Government,323790,University,13, Married, Protective-serv, Husband, White, Male,0,0,40, United-States,rich
28, Private,331381,University,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,poor
48, Private,160647,College,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Ireland,rich
34, Private,339142,College,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,poor
58, Private,164857,University,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States,poor
33,Government,267859,College,10, Married, Protective-serv, Husband, White, Male,0,0,40, United-States,poor
38, Private,167725,University,13, Married, Transport-moving, Not-in-family, Other, Male,0,0,84, India,poor
49,Government,586657,University,13, Married, Exec-managerial, Husband, White, Male,7298,0,40, United-States,rich
67,Self-employed,105907,School,2, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, United-States,poor
23, Private,200677,School,6, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,poor
42, Private,193882,College,10, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,rich
54, Private,138026,College,9, Married, Adm-clerical, Wife, White, Female,0,0,40, United-States,poor
49, Private,122385,University,14, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,rich
35, Private,49020,University,14, Married, Exec-managerial, Husband, White, Male,0,0,60, United-States,rich
26, Private,283715,College,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,poor
31, Private,286406,College,9, Never-married, Exec-managerial, Not-in-family, White, Male,3325,0,40, United-States,poor
36, Private,166416,College,9, Married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,poor
25, Private,156334,School,6, Married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,poor
35,Government,45607,University,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,rich
40,Government,112362,University,14, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,poor
52, Private,200419,College,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,poor
42,Government,341638,University,13, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,rich
50,Self-employed,127151,University,14, Married, Prof-specialty, Wife, White, Female,0,0,40, Canada,rich
52, Private,321959,College,10, Married, Tech-support, Husband, Black, Male,0,0,40, United-States,rich
51,Government,35211,University,14, Married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,poor
19, Private,214935,College,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,poor
43, Private,132130,College,11, Married, Farming-fishing, Husband, White, Male,0,0,40, United-States,rich
57, Private,222247,School,8, Married, Transport-moving, Husband, White, Male,0,0,40, United-States,rich
35, Private,165799,College,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,poor
30, Private,257874,University,13, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,poor
38, Private,357173,College,9, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
45,Government,305739,College,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,poor
23, Private,172047,College,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,poor
22, Private,110677,College,10, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States,poor
60, Private,82388,College,10, Married, Protective-serv, Husband, White, Male,0,0,38, United-States,poor
45, Private,289230,University,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,48, United-States,rich
26, Private,101812,College,9, Never-married, Machine-op-inspct, Unmarried, White, Male,5721,0,40, United-States,poor
49,Government,336509,School,6, Married, Other-service, Husband, White, Male,0,0,40, United-States,poor
29, Private,383402,College,10, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States,poor
47, Private,328216,College,10, Married, Tech-support, Husband, White, Male,7298,0,40, United-States,rich
40, Private,280362,College,9, Married, Transport-moving, Husband, White, Male,0,0,35, United-States,poor
34, Private,212064,College,9, Divorced, Adm-clerical, Unmarried, White, Female,7443,0,35, United-States,poor
42, Private,173704,University,14, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,poor
33, Private,433375,School,2, Married, Craft-repair, Husband, White, Male,0,0,35, Mexico,poor
63,Self-employed,106551,College,9, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
53, Private,22418,College,9, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
38, Private,54816,College,11, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,rich
44, Private,358199,College,10, Married, Sales, Husband, White, Male,0,0,45, United-States,rich
43, Private,190044,School,6, Married, Transport-moving, Husband, White, Male,0,0,40, United-States,poor
26, Private,97698,University,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,32, United-States,poor
56, Private,53366,College,9, Married, Transport-moving, Husband, White, Male,0,0,40, United-States,poor
39, Private,236136,College,11, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,poor
44, Private,326232,School,4, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States,poor
34, Private,581071,College,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States,rich
40, Private,220589,College,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,poor
38,Government,161463,College,10, Married, Other-service, Husband, Black, Male,0,0,40, United-States,poor
44, Private,95255,College,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,poor
34,Government,223267,College,10, Divorced, Protective-serv, Own-child, White, Male,0,0,72, United-States,poor
22, Private,236769,University,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, England,poor
58,Self-employed,229498,College,10, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States,rich
43, Private,177083,College,10, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States,poor
23, Private,287681,College,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Columbia,poor
41, Private,49797,College,10, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,poor
44, Private,174051,College,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,poor
32, Private,194901,College,9, Married, Adm-clerical, Husband, White, Male,0,0,40, United-States,poor
38,Government,252250,College,12, Married, Protective-serv, Husband, White, Male,0,0,56, United-States,rich
47, Private,191277,College,10, Married, Sales, Husband, White, Male,0,0,50, United-States,rich
24, Private,174907,College,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,poor
39, Private,167140,University,14, Married, Exec-managerial, Husband, White, Male,0,0,40, United-States,poor
32, Private,236543,School,8, Divorced, Protective-serv, Own-child, White, Male,0,0,54, Mexico,poor
40, Private,214242,College,9, Married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,poor
34, Private,216864,College,9, Divorced, Other-service, Unmarried, White, Female,0,3770,45, United-States,poor
34, Private,245211,College,9, Never-married, Craft-repair, Unmarried, White, Male,2036,0,30, United-States,poor
57, Private,437727,University,14, Married, Prof-specialty, Husband, White, Male,0,1977,45, United-States,rich
71, Private,200418,School,3, Married, Transport-moving, Husband, White, Male,0,0,40, United-States,poor
45,Government,167334,University,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,rich
54, Private,146834,College,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States,poor
26, Private,78424,College,11, Never-married, Sales, Unmarried, White, Female,0,0,54, United-States,poor
37, Private,182675,College,10, Married, Exec-managerial, Wife, White, Female,0,0,45, United-States,rich
28,Self-employed,38079,College,10, Married, Farming-fishing, Husband, White, Male,0,0,55, United-States,poor
42, Private,115178,University,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,15, United-States,poor
45, Private,195949,College,9, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,poor
37, Private,167415,College,9, Married, Sales, Husband, White, Male,0,0,50, United-States,poor
57, Private,223214,College,9, Married, Sales, Husband, White, Male,0,0,50, United-States,poor
39, Private,22245,University,13, Married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,poor
45,Government,81853,College,10, Married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States,rich
30, Private,147921,College,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States,poor
27, Private,29261,College,9, Married, Craft-repair, Husband, White, Male,0,0,40, United-States,rich
44, Private,257758,University,16, Married, Prof-specialty, Husband, White, Male,0,0,40, United-States,rich
44,Government,136546,University,16, Married, Prof-specialty, Husband, White, Male,0,1902,40, United-States,rich
38, Private,205493,College,9, Married, Exec-managerial, Wife, White, Female,0,0,60, United-States,rich
19, Private,71650,College,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,poor
39, Private,150217,College,10, Divorced, Sales, Not-in-family, White, Female,0,0,38, United-States,poor
55,Self-employed,258648,School,6, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,poor
